id,evidence_quality,evidence_quality_raw,evidence_quality_source,evidence_quality_reason
12754,Clear,0,soft_vote,Clear=0.85600924;Not Clear=0.14168386;Misleading=0.00230689;n_members=5
12755,Clear,0,soft_vote,Clear=0.90750722;Not Clear=0.08938707;Misleading=0.00310573;n_members=5
12756,Clear,0,soft_vote,Clear=0.68804051;Not Clear=0.30906719;Misleading=0.00289232;n_members=5
12757,Not Clear,1,soft_vote,Clear=0.21562267;Not Clear=0.77998811;Misleading=0.00438922;n_members=5
12758,Clear,0,soft_vote,Clear=0.70856191;Not Clear=0.28875535;Misleading=0.00268275;n_members=5
12759,Clear,0,soft_vote,Clear=0.83009340;Not Clear=0.16639736;Misleading=0.00350922;n_members=5
12760,Clear,0,soft_vote,Clear=0.95670551;Not Clear=0.04127690;Misleading=0.00201760;n_members=5
12761,Clear,0,soft_vote,Clear=0.95759431;Not Clear=0.04063110;Misleading=0.00177457;n_members=5
12762,Clear,0,soft_vote,Clear=0.50076157;Not Clear=0.49541130;Misleading=0.00382715;n_members=5
12763,Clear,0,soft_vote,Clear=0.54936990;Not Clear=0.44383138;Misleading=0.00679874;n_members=5
12764,Clear,0,soft_vote,Clear=0.57047451;Not Clear=0.42631659;Misleading=0.00320890;n_members=5
12765,Not Clear,1,soft_vote,Clear=0.26037158;Not Clear=0.73529380;Misleading=0.00433463;n_members=5
12766,Clear,0,soft_vote,Clear=0.98415601;Not Clear=0.01466924;Misleading=0.00117472;n_members=5
12767,Clear,0,soft_vote,Clear=0.66954496;Not Clear=0.32751506;Misleading=0.00294001;n_members=5
12768,Not Clear,1,soft_vote,Clear=0.11317433;Not Clear=0.88282862;Misleading=0.00399707;n_members=5
12769,Not Clear,1,soft_vote,Clear=0.15441738;Not Clear=0.84189161;Misleading=0.00369101;n_members=5
12770,Clear,0,soft_vote,Clear=0.93359145;Not Clear=0.06428765;Misleading=0.00212095;n_members=5
12771,Clear,0,soft_vote,Clear=0.77638236;Not Clear=0.22130675;Misleading=0.00231090;n_members=5
12772,Clear,0,soft_vote,Clear=0.98658824;Not Clear=0.01233565;Misleading=0.00107613;n_members=5
12773,Clear,0,soft_vote,Clear=0.80636789;Not Clear=0.19122242;Misleading=0.00240969;n_members=5
12774,Clear,0,soft_vote,Clear=0.95180837;Not Clear=0.04642525;Misleading=0.00176639;n_members=5
12775,Clear,0,soft_vote,Clear=0.86473400;Not Clear=0.13196249;Misleading=0.00330353;n_members=5
12776,Clear,0,soft_vote,Clear=0.52599461;Not Clear=0.47040650;Misleading=0.00359890;n_members=5
12777,Clear,0,soft_vote,Clear=0.86392323;Not Clear=0.13416280;Misleading=0.00191397;n_members=5
12778,Clear,0,soft_vote,Clear=0.93582324;Not Clear=0.06262644;Misleading=0.00155033;n_members=5
12779,Clear,0,soft_vote,Clear=0.85300156;Not Clear=0.14460394;Misleading=0.00239449;n_members=5
12780,Clear,0,soft_vote,Clear=0.97988157;Not Clear=0.01840301;Misleading=0.00171542;n_members=5
12781,Not Clear,1,soft_vote,Clear=0.45049037;Not Clear=0.54564278;Misleading=0.00386683;n_members=5
12782,Clear,0,soft_vote,Clear=0.94329951;Not Clear=0.05443931;Misleading=0.00226118;n_members=5
12783,Clear,0,soft_vote,Clear=0.89048935;Not Clear=0.10665305;Misleading=0.00285761;n_members=5
12784,Clear,0,soft_vote,Clear=0.95589378;Not Clear=0.04234846;Misleading=0.00175778;n_members=5
12785,Clear,0,soft_vote,Clear=0.92053575;Not Clear=0.07779734;Misleading=0.00166693;n_members=5
12786,Clear,0,soft_vote,Clear=0.89633118;Not Clear=0.10188217;Misleading=0.00178667;n_members=5
12787,Clear,0,soft_vote,Clear=0.81906507;Not Clear=0.17831208;Misleading=0.00262285;n_members=5
12788,Clear,0,soft_vote,Clear=0.98521135;Not Clear=0.01358417;Misleading=0.00120446;n_members=5
12789,Clear,0,soft_vote,Clear=0.95387651;Not Clear=0.04450321;Misleading=0.00162028;n_members=5
12790,Not Clear,1,soft_vote,Clear=0.21842514;Not Clear=0.77773594;Misleading=0.00383890;n_members=5
12791,Clear,0,soft_vote,Clear=0.53714011;Not Clear=0.46011662;Misleading=0.00274328;n_members=5
12792,Clear,0,soft_vote,Clear=0.94005263;Not Clear=0.05696101;Misleading=0.00298630;n_members=5
12793,Clear,0,soft_vote,Clear=0.97481821;Not Clear=0.02366208;Misleading=0.00151971;n_members=5
12794,Clear,0,soft_vote,Clear=0.88817935;Not Clear=0.10989689;Misleading=0.00192377;n_members=5
12795,Clear,0,soft_vote,Clear=0.88720116;Not Clear=0.10956612;Misleading=0.00323275;n_members=5
12796,Clear,0,soft_vote,Clear=0.88198756;Not Clear=0.11620714;Misleading=0.00180529;n_members=5
12797,Clear,0,soft_vote,Clear=0.93177642;Not Clear=0.06675966;Misleading=0.00146390;n_members=5
12798,Clear,0,soft_vote,Clear=0.94724158;Not Clear=0.05003263;Misleading=0.00272579;n_members=5
12799,Not Clear,1,soft_vote,Clear=0.11359264;Not Clear=0.88348900;Misleading=0.00291837;n_members=5
12800,Clear,0,soft_vote,Clear=0.96947193;Not Clear=0.02914424;Misleading=0.00138389;n_members=5
12801,Clear,0,soft_vote,Clear=0.99200650;Not Clear=0.00684940;Misleading=0.00114411;n_members=5
12802,Clear,0,soft_vote,Clear=0.97400790;Not Clear=0.02418826;Misleading=0.00180389;n_members=5
12803,Not Clear,1,soft_vote,Clear=0.17665627;Not Clear=0.81849834;Misleading=0.00484541;n_members=5
12804,Clear,0,soft_vote,Clear=0.87543786;Not Clear=0.12115386;Misleading=0.00340830;n_members=5
12805,Clear,0,soft_vote,Clear=0.98270943;Not Clear=0.01574003;Misleading=0.00155056;n_members=5
12806,Not Clear,1,soft_vote,Clear=0.23142985;Not Clear=0.76462640;Misleading=0.00394372;n_members=5
12807,Not Clear,1,soft_vote,Clear=0.19267487;Not Clear=0.80450467;Misleading=0.00282048;n_members=5
12808,Not Clear,1,soft_vote,Clear=0.25090094;Not Clear=0.74562969;Misleading=0.00346939;n_members=5
12809,Not Clear,1,soft_vote,Clear=0.24408501;Not Clear=0.75232870;Misleading=0.00358631;n_members=5
12810,Clear,0,soft_vote,Clear=0.57143135;Not Clear=0.42386799;Misleading=0.00470067;n_members=5
12811,Clear,0,soft_vote,Clear=0.79962067;Not Clear=0.19784280;Misleading=0.00253652;n_members=5
12812,Not Clear,1,soft_vote,Clear=0.05009803;Not Clear=0.94847536;Misleading=0.00142660;n_members=5
12813,Not Clear,1,soft_vote,Clear=0.11080930;Not Clear=0.88639710;Misleading=0.00279358;n_members=5
12814,Not Clear,1,soft_vote,Clear=0.36103647;Not Clear=0.63504752;Misleading=0.00391601;n_members=5
12815,Not Clear,1,soft_vote,Clear=0.47322024;Not Clear=0.52350663;Misleading=0.00327315;n_members=5
12816,Not Clear,1,soft_vote,Clear=0.33244521;Not Clear=0.66355954;Misleading=0.00399523;n_members=5
12817,Clear,0,soft_vote,Clear=0.94323276;Not Clear=0.05512264;Misleading=0.00164459;n_members=5
12818,Clear,0,soft_vote,Clear=0.81030344;Not Clear=0.18660727;Misleading=0.00308928;n_members=5
12819,Clear,0,soft_vote,Clear=0.95697145;Not Clear=0.04132630;Misleading=0.00170224;n_members=5
12820,Not Clear,1,soft_vote,Clear=0.08031598;Not Clear=0.91782440;Misleading=0.00185960;n_members=5
12821,Clear,0,soft_vote,Clear=0.51727484;Not Clear=0.48034059;Misleading=0.00238456;n_members=5
12822,Clear,0,soft_vote,Clear=0.97071734;Not Clear=0.02768046;Misleading=0.00160218;n_members=5
12823,Clear,0,soft_vote,Clear=0.97732220;Not Clear=0.02125743;Misleading=0.00142037;n_members=5
12824,Not Clear,1,soft_vote,Clear=0.11839433;Not Clear=0.87835242;Misleading=0.00325327;n_members=5
12825,Clear,0,soft_vote,Clear=0.95155430;Not Clear=0.04701803;Misleading=0.00142768;n_members=5
12826,Clear,0,soft_vote,Clear=0.98393470;Not Clear=0.01490957;Misleading=0.00115570;n_members=5
12827,Not Clear,1,soft_vote,Clear=0.39658063;Not Clear=0.60060439;Misleading=0.00281499;n_members=5
12828,Clear,0,soft_vote,Clear=0.98040202;Not Clear=0.01843579;Misleading=0.00116218;n_members=5
12829,Clear,0,soft_vote,Clear=0.96998259;Not Clear=0.02857689;Misleading=0.00144051;n_members=5
12830,Clear,0,soft_vote,Clear=0.80561525;Not Clear=0.19126293;Misleading=0.00312182;n_members=5
12831,Clear,0,soft_vote,Clear=0.83494407;Not Clear=0.16243834;Misleading=0.00261761;n_members=5
12832,Clear,0,soft_vote,Clear=0.99127451;Not Clear=0.00754422;Misleading=0.00118126;n_members=5
12833,Clear,0,soft_vote,Clear=0.58974543;Not Clear=0.40750518;Misleading=0.00274937;n_members=5
12834,Clear,0,soft_vote,Clear=0.73001312;Not Clear=0.26620931;Misleading=0.00377757;n_members=5
12835,Clear,0,soft_vote,Clear=0.80905127;Not Clear=0.18843690;Misleading=0.00251181;n_members=5
12836,Not Clear,1,soft_vote,Clear=0.13033573;Not Clear=0.86657752;Misleading=0.00308675;n_members=5
12837,Clear,0,soft_vote,Clear=0.62941915;Not Clear=0.36678694;Misleading=0.00379391;n_members=5
12838,Not Clear,1,soft_vote,Clear=0.07460609;Not Clear=0.92351156;Misleading=0.00188236;n_members=5
12839,Clear,0,soft_vote,Clear=0.92994109;Not Clear=0.06786783;Misleading=0.00219105;n_members=5
12840,Clear,0,soft_vote,Clear=0.54885633;Not Clear=0.44396703;Misleading=0.00717666;n_members=5
12841,Clear,0,soft_vote,Clear=0.94640338;Not Clear=0.05200662;Misleading=0.00159004;n_members=5
12842,Not Clear,1,soft_vote,Clear=0.45034959;Not Clear=0.54488360;Misleading=0.00476678;n_members=5
12843,Clear,0,soft_vote,Clear=0.94955370;Not Clear=0.04895685;Misleading=0.00148942;n_members=5
12844,Clear,0,soft_vote,Clear=0.93169876;Not Clear=0.06627625;Misleading=0.00202496;n_members=5
12845,Clear,0,soft_vote,Clear=0.81914867;Not Clear=0.17842572;Misleading=0.00242561;n_members=5
12846,Not Clear,1,soft_vote,Clear=0.08869908;Not Clear=0.90923076;Misleading=0.00207017;n_members=5
12847,Not Clear,1,soft_vote,Clear=0.11288547;Not Clear=0.88486360;Misleading=0.00225097;n_members=5
12848,Clear,0,soft_vote,Clear=0.93172415;Not Clear=0.06671673;Misleading=0.00155912;n_members=5
12849,Clear,0,soft_vote,Clear=0.79184328;Not Clear=0.20555643;Misleading=0.00260030;n_members=5
12850,Not Clear,1,soft_vote,Clear=0.04587524;Not Clear=0.95148189;Misleading=0.00264285;n_members=5
12851,Not Clear,1,soft_vote,Clear=0.24134269;Not Clear=0.75546498;Misleading=0.00319233;n_members=5
12852,Clear,0,soft_vote,Clear=0.73444371;Not Clear=0.26334053;Misleading=0.00221576;n_members=5
12853,Clear,0,soft_vote,Clear=0.69334447;Not Clear=0.30405921;Misleading=0.00259629;n_members=5
12854,Clear,0,soft_vote,Clear=0.96257745;Not Clear=0.03571237;Misleading=0.00171017;n_members=5
12855,Clear,0,soft_vote,Clear=0.95419731;Not Clear=0.04405137;Misleading=0.00175132;n_members=5
12856,Clear,0,soft_vote,Clear=0.82219855;Not Clear=0.17485295;Misleading=0.00294853;n_members=5
12857,Clear,0,soft_vote,Clear=0.97896091;Not Clear=0.02003674;Misleading=0.00100236;n_members=5
12858,Clear,0,soft_vote,Clear=0.91362378;Not Clear=0.08429467;Misleading=0.00208153;n_members=5
12859,Clear,0,soft_vote,Clear=0.92961997;Not Clear=0.06850058;Misleading=0.00187949;n_members=5
12860,Clear,0,soft_vote,Clear=0.97602134;Not Clear=0.02249031;Misleading=0.00148835;n_members=5
12861,Clear,0,soft_vote,Clear=0.96030344;Not Clear=0.03786077;Misleading=0.00183582;n_members=5
12862,Not Clear,1,soft_vote,Clear=0.09568655;Not Clear=0.90164725;Misleading=0.00266621;n_members=5
12863,Clear,0,soft_vote,Clear=0.97646167;Not Clear=0.02180930;Misleading=0.00172900;n_members=5
12864,Not Clear,1,soft_vote,Clear=0.20263636;Not Clear=0.79222020;Misleading=0.00514343;n_members=5
12865,Clear,0,soft_vote,Clear=0.92657429;Not Clear=0.07195299;Misleading=0.00147270;n_members=5
12866,Not Clear,1,soft_vote,Clear=0.19617029;Not Clear=0.79824715;Misleading=0.00558259;n_members=5
12867,Clear,0,soft_vote,Clear=0.75480630;Not Clear=0.24187134;Misleading=0.00332237;n_members=5
12868,Clear,0,soft_vote,Clear=0.84393834;Not Clear=0.15150119;Misleading=0.00456046;n_members=5
12869,Clear,0,soft_vote,Clear=0.92130553;Not Clear=0.07621997;Misleading=0.00247452;n_members=5
12870,Not Clear,1,soft_vote,Clear=0.24386314;Not Clear=0.75325866;Misleading=0.00287823;n_members=5
12871,Not Clear,1,soft_vote,Clear=0.07708269;Not Clear=0.92036682;Misleading=0.00255051;n_members=5
12872,Clear,0,soft_vote,Clear=0.93999603;Not Clear=0.05797341;Misleading=0.00203053;n_members=5
12873,Clear,0,soft_vote,Clear=0.84236998;Not Clear=0.15505323;Misleading=0.00257679;n_members=5
12874,Clear,0,soft_vote,Clear=0.61661151;Not Clear=0.38024208;Misleading=0.00314639;n_members=5
12875,Not Clear,1,soft_vote,Clear=0.36345150;Not Clear=0.63132381;Misleading=0.00522469;n_members=5
12876,Clear,0,soft_vote,Clear=0.72072321;Not Clear=0.27087566;Misleading=0.00840112;n_members=5
12877,Clear,0,soft_vote,Clear=0.93592720;Not Clear=0.06238479;Misleading=0.00168805;n_members=5
12878,Clear,0,soft_vote,Clear=0.84362569;Not Clear=0.15326842;Misleading=0.00310589;n_members=5
12879,Clear,0,soft_vote,Clear=0.86720826;Not Clear=0.12953242;Misleading=0.00325935;n_members=5
12880,Clear,0,soft_vote,Clear=0.97313075;Not Clear=0.02531781;Misleading=0.00155141;n_members=5
12881,Clear,0,soft_vote,Clear=0.69485450;Not Clear=0.30106814;Misleading=0.00407734;n_members=5
12882,Clear,0,soft_vote,Clear=0.57406994;Not Clear=0.42303114;Misleading=0.00289891;n_members=5
12883,Clear,0,soft_vote,Clear=0.95534396;Not Clear=0.04318490;Misleading=0.00147112;n_members=5
12884,Clear,0,soft_vote,Clear=0.94054066;Not Clear=0.05757330;Misleading=0.00188607;n_members=5
12885,Clear,0,soft_vote,Clear=0.95818645;Not Clear=0.03998148;Misleading=0.00183207;n_members=5
12886,Clear,0,soft_vote,Clear=0.95941360;Not Clear=0.03894912;Misleading=0.00163725;n_members=5
12887,Clear,0,soft_vote,Clear=0.59932415;Not Clear=0.39654476;Misleading=0.00413108;n_members=5
12888,Clear,0,soft_vote,Clear=0.88247742;Not Clear=0.11494352;Misleading=0.00257906;n_members=5
12889,Clear,0,soft_vote,Clear=0.82555059;Not Clear=0.17196855;Misleading=0.00248087;n_members=5
12890,Clear,0,soft_vote,Clear=0.96478047;Not Clear=0.03340103;Misleading=0.00181854;n_members=5
12891,Clear,0,soft_vote,Clear=0.80803944;Not Clear=0.18923923;Misleading=0.00272132;n_members=5
12892,Clear,0,soft_vote,Clear=0.96307253;Not Clear=0.03528060;Misleading=0.00164688;n_members=5
12893,Clear,0,soft_vote,Clear=0.98652024;Not Clear=0.01209733;Misleading=0.00138243;n_members=5
12894,Not Clear,1,soft_vote,Clear=0.19042142;Not Clear=0.80405622;Misleading=0.00552235;n_members=5
12895,Clear,0,soft_vote,Clear=0.98884010;Not Clear=0.01019456;Misleading=0.00096531;n_members=5
12896,Clear,0,soft_vote,Clear=0.98763111;Not Clear=0.01145765;Misleading=0.00091129;n_members=5
12897,Clear,0,soft_vote,Clear=0.98242284;Not Clear=0.01602502;Misleading=0.00155211;n_members=5
12898,Clear,0,soft_vote,Clear=0.98960655;Not Clear=0.00934278;Misleading=0.00105070;n_members=5
12899,Clear,0,soft_vote,Clear=0.97454223;Not Clear=0.02421820;Misleading=0.00123956;n_members=5
12900,Clear,0,soft_vote,Clear=0.53508977;Not Clear=0.46161245;Misleading=0.00329781;n_members=5
12901,Not Clear,1,soft_vote,Clear=0.05771510;Not Clear=0.94007425;Misleading=0.00221063;n_members=5
12902,Clear,0,soft_vote,Clear=0.77787009;Not Clear=0.21784875;Misleading=0.00428118;n_members=5
12903,Clear,0,soft_vote,Clear=0.98397957;Not Clear=0.01471858;Misleading=0.00130185;n_members=5
12904,Clear,0,soft_vote,Clear=0.96372248;Not Clear=0.03470873;Misleading=0.00156881;n_members=5
12905,Clear,0,soft_vote,Clear=0.78403064;Not Clear=0.21246128;Misleading=0.00350809;n_members=5
12906,Clear,0,soft_vote,Clear=0.82167113;Not Clear=0.17348617;Misleading=0.00484270;n_members=5
12907,Clear,0,soft_vote,Clear=0.79431554;Not Clear=0.20319937;Misleading=0.00248510;n_members=5
12908,Clear,0,soft_vote,Clear=0.98864333;Not Clear=0.01036730;Misleading=0.00098938;n_members=5
12909,Clear,0,soft_vote,Clear=0.77399961;Not Clear=0.22335041;Misleading=0.00264996;n_members=5
12910,Clear,0,soft_vote,Clear=0.75232867;Not Clear=0.24105657;Misleading=0.00661473;n_members=5
12911,Clear,0,soft_vote,Clear=0.86897394;Not Clear=0.12796569;Misleading=0.00306039;n_members=5
12912,Clear,0,soft_vote,Clear=0.96808137;Not Clear=0.02912852;Misleading=0.00279015;n_members=5
12913,Clear,0,soft_vote,Clear=0.97726653;Not Clear=0.02135607;Misleading=0.00137744;n_members=5
12914,Clear,0,soft_vote,Clear=0.95028982;Not Clear=0.04803337;Misleading=0.00167683;n_members=5
12915,Clear,0,soft_vote,Clear=0.97771242;Not Clear=0.02078308;Misleading=0.00150452;n_members=5
12916,Clear,0,soft_vote,Clear=0.74873947;Not Clear=0.24813957;Misleading=0.00312094;n_members=5
12917,Clear,0,soft_vote,Clear=0.87986894;Not Clear=0.11768361;Misleading=0.00244746;n_members=5
12918,Clear,0,soft_vote,Clear=0.98831044;Not Clear=0.01047400;Misleading=0.00121556;n_members=5
12919,Clear,0,soft_vote,Clear=0.91230142;Not Clear=0.08582658;Misleading=0.00187200;n_members=5
12920,Clear,0,soft_vote,Clear=0.95639914;Not Clear=0.04174271;Misleading=0.00185815;n_members=5
12921,Not Clear,1,soft_vote,Clear=0.19693687;Not Clear=0.79961628;Misleading=0.00344682;n_members=5
12922,Not Clear,1,soft_vote,Clear=0.30034372;Not Clear=0.69593192;Misleading=0.00372435;n_members=5
12923,Clear,0,soft_vote,Clear=0.97251288;Not Clear=0.02643046;Misleading=0.00105666;n_members=5
12924,Clear,0,soft_vote,Clear=0.99069173;Not Clear=0.00798731;Misleading=0.00132095;n_members=5
12925,Not Clear,1,soft_vote,Clear=0.47792457;Not Clear=0.51899384;Misleading=0.00308159;n_members=5
12926,Clear,0,soft_vote,Clear=0.75199134;Not Clear=0.24511107;Misleading=0.00289760;n_members=5
12927,Not Clear,1,soft_vote,Clear=0.16689867;Not Clear=0.82960857;Misleading=0.00349271;n_members=5
12928,Clear,0,soft_vote,Clear=0.97152913;Not Clear=0.02683950;Misleading=0.00163135;n_members=5
12929,Clear,0,soft_vote,Clear=0.93116845;Not Clear=0.06640283;Misleading=0.00242873;n_members=5
12930,Not Clear,1,soft_vote,Clear=0.15416440;Not Clear=0.84336082;Misleading=0.00247478;n_members=5
12931,Clear,0,soft_vote,Clear=0.92918160;Not Clear=0.06768936;Misleading=0.00312901;n_members=5
12932,Clear,0,soft_vote,Clear=0.72419810;Not Clear=0.27221697;Misleading=0.00358491;n_members=5
12933,Clear,0,soft_vote,Clear=0.96677273;Not Clear=0.03151356;Misleading=0.00171374;n_members=5
12934,Clear,0,soft_vote,Clear=0.84693518;Not Clear=0.15074315;Misleading=0.00232169;n_members=5
12935,Not Clear,1,soft_vote,Clear=0.20790123;Not Clear=0.78927509;Misleading=0.00282370;n_members=5
12936,Clear,0,soft_vote,Clear=0.95257987;Not Clear=0.04606444;Misleading=0.00135573;n_members=5
12937,Clear,0,soft_vote,Clear=0.98513549;Not Clear=0.01383949;Misleading=0.00102503;n_members=5
12938,Clear,0,soft_vote,Clear=0.99137113;Not Clear=0.00729836;Misleading=0.00133054;n_members=5
12939,Clear,0,soft_vote,Clear=0.98514717;Not Clear=0.01366554;Misleading=0.00118729;n_members=5
12940,Not Clear,1,soft_vote,Clear=0.16397875;Not Clear=0.83365754;Misleading=0.00236371;n_members=5
12941,Clear,0,soft_vote,Clear=0.96274968;Not Clear=0.03580857;Misleading=0.00144175;n_members=5
12942,Clear,0,soft_vote,Clear=0.71139911;Not Clear=0.28481531;Misleading=0.00378560;n_members=5
12943,Clear,0,soft_vote,Clear=0.95732489;Not Clear=0.04049810;Misleading=0.00217699;n_members=5
12944,Clear,0,soft_vote,Clear=0.95365270;Not Clear=0.04465581;Misleading=0.00169146;n_members=5
12945,Not Clear,1,soft_vote,Clear=0.06968029;Not Clear=0.92741061;Misleading=0.00290909;n_members=5
12946,Clear,0,soft_vote,Clear=0.53805547;Not Clear=0.45803258;Misleading=0.00391197;n_members=5
12947,Clear,0,soft_vote,Clear=0.96484952;Not Clear=0.03355891;Misleading=0.00159162;n_members=5
12948,Not Clear,1,soft_vote,Clear=0.48662029;Not Clear=0.51106463;Misleading=0.00231508;n_members=5
12949,Clear,0,soft_vote,Clear=0.98146013;Not Clear=0.01737878;Misleading=0.00116109;n_members=5
12950,Clear,0,soft_vote,Clear=0.79240975;Not Clear=0.20474110;Misleading=0.00284914;n_members=5
12951,Not Clear,1,soft_vote,Clear=0.12750967;Not Clear=0.86908557;Misleading=0.00340476;n_members=5
12952,Clear,0,soft_vote,Clear=0.78950374;Not Clear=0.20819265;Misleading=0.00230359;n_members=5
12953,Clear,0,soft_vote,Clear=0.97841150;Not Clear=0.02004588;Misleading=0.00154263;n_members=5
12954,Clear,0,soft_vote,Clear=0.93194833;Not Clear=0.06662512;Misleading=0.00142653;n_members=5
12955,Not Clear,1,soft_vote,Clear=0.38214681;Not Clear=0.61455336;Misleading=0.00329983;n_members=5
12956,Not Clear,1,soft_vote,Clear=0.41194635;Not Clear=0.58497695;Misleading=0.00307668;n_members=5
12957,Clear,0,soft_vote,Clear=0.97967986;Not Clear=0.01865651;Misleading=0.00166366;n_members=5
